,T0CASP2_cutadapt_1,T0CASP4_cutadapt_1,T0CASP5_cutadapt_1,T0EXP2_cutadapt_1,T0EXP4_cutadapt_1,T0EXP5_cutadapt_1,T0VapC2_cutadapt_1,T0VapC3_cutadapt_1,T0VapC4_cutadapt_1,T0VapC5_cutadapt_1,T1CASP2_cutadapt_1,T1CASP4_cutadapt_1,T1CASP5_cutadapt_1,T2CASP2_cutadapt_1,T2CASP4_cutadapt_1,T2CASP5_cutadapt_1,T2VapC2_cutadapt_1,T2VapC3_cutadapt_1,T2VapC4_cutadapt_1,T2VapC5_cutadapt_1,T3VapC2_cutadapt_1,T3VapC3_cutadapt_1,T3VapC4_cutadapt_1,T3VapC5_cutadapt_1
ybcK,7,2,9,13,4,7,4,1,9,3,8,8,2,4,3,6,6,10,23,10,25,55,87,79
ybcL,24,14,15,6,5,7,4,1,3,8,25,18,17,13,7,15,6,14,31,6,13,26,48,32
ybcM,74,40,39,31,13,23,18,9,14,12,53,62,38,51,29,51,49,92,203,115,91,86,182,151
ybcN,0,0,1,1,2,2,1,0,0,0,0,2,0,0,0,3,11,37,41,24,46,35,77,43
ybcO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,2,23,15,36,19
ybcV,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,2,1,10,0,5,10,10,8
ybcW,2,1,3,2,3,4,0,1,1,1,2,2,3,1,2,1,7,17,20,5,20,14,28,23
ybdD,50,32,35,475,149,261,212,144,221,239,58,69,36,48,38,40,1,5,16,9,6,5,11,25
ybdF,32,19,9,62,37,40,45,24,31,38,28,22,23,14,12,14,15,22,47,18,27,34,59,54
ybdG,50,24,36,146,64,103,64,62,50,74,26,30,27,25,23,24,49,132,209,76,89,139,217,139
ybdJ,59,30,17,61,27,41,34,22,36,16,25,39,26,11,23,26,36,54,119,49,19,35,43,28
ybdK,362,230,211,77,30,39,23,28,33,23,237,215,188,162,160,201,10,6,19,7,26,19,57,32
ybdL,8,5,9,35,15,39,13,15,17,32,14,13,8,8,8,5,27,46,81,19,55,37,81,37
ybdM,9,5,4,14,7,17,6,5,4,4,16,15,5,5,3,5,7,14,22,8,12,11,22,14
ybdN,22,10,13,17,10,5,3,3,2,4,11,20,12,12,2,8,4,17,21,7,15,22,23,19
ybdO,0,3,4,18,11,7,12,6,3,13,4,5,2,2,2,2,6,6,14,6,3,18,17,19
ybdR,47,28,31,42,19,27,20,12,15,17,30,36,21,30,24,34,18,39,55,24,39,56,73,51
ybdZ,27,14,13,35,16,25,34,13,38,13,27,24,12,15,21,18,0,1,3,2,1,1,1,4
ybeD,293,162,178,169,89,127,79,68,68,76,220,220,149,175,182,218,48,99,141,72,112,110,194,168
ybeF,5,1,8,33,21,17,19,14,13,9,3,9,8,7,4,6,14,38,48,23,43,48,110,66
ybeL,504,297,330,282,152,213,109,116,117,119,484,349,328,342,201,312,7,25,34,16,19,8,44,78
ybeQ,16,5,10,16,4,9,11,6,2,7,13,15,15,11,4,12,18,24,50,13,29,20,44,24
ybeR,1,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,9,16,3,8,8,18,8
ybeT,0,0,3,6,4,5,4,0,5,6,3,1,4,1,0,0,4,12,19,2,11,3,13,16
ybeU,10,4,3,4,3,3,0,1,0,4,5,5,1,3,3,5,10,8,15,9,18,17,38,21
ybeX,168,118,117,1388,510,838,511,349,442,430,141,167,90,88,88,84,110,210,435,149,221,318,465,331
ybeY,284,144,163,737,314,418,196,196,252,252,192,177,166,142,116,124,33,99,142,79,125,169,252,161
ybeZ,394,226,194,779,338,466,309,175,231,269,265,257,222,222,202,203,47,115,215,78,171,216,367,251
ybfA,30,24,38,2,6,4,2,3,2,5,51,42,27,36,28,36,5,11,12,9,29,21,21,17
ybfB,0,1,0,2,0,1,3,0,1,1,2,2,2,2,0,3,1,7,11,5,7,8,16,14
ybfC,2,1,2,5,0,6,0,1,4,3,6,8,3,1,1,2,4,8,12,2,8,16,20,12
ybfD,1,2,1,1,0,4,0,0,1,0,1,0,0,2,3,1,3,4,10,3,8,9,24,8
ybfE,6,9,11,217,99,134,80,79,90,69,11,9,13,13,7,10,55,175,275,127,169,202,281,162
ybfF,45,15,18,232,102,118,93,76,64,80,35,37,22,32,21,16,24,47,86,35,47,47,101,64
ybfP,2,3,4,40,18,19,16,14,18,19,2,2,3,1,1,1,9,19,16,5,4,10,13,7
ybfQ,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,2,3,5,11,12
ybgA,138,66,71,48,18,39,12,18,24,12,69,104,63,51,59,62,2,6,17,3,2,4,5,7
ybgC,46,19,52,821,290,515,264,216,321,225,66,41,48,35,39,49,130,344,636,321,233,316,565,536
ybgD,2,1,1,8,0,7,1,2,0,4,1,2,0,2,5,2,3,10,12,1,18,14,31,42
ybgE,256,133,117,380,161,296,196,117,164,222,184,193,128,185,109,121,72,172,287,113,210,194,362,274
ybgI,73,46,37,346,142,197,111,103,125,139,72,70,41,66,37,63,28,72,102,34,39,45,75,76
ybgO,7,6,3,7,6,7,2,3,6,3,6,9,6,5,4,6,13,15,20,12,19,32,30,24
ybgP,12,10,7,14,4,11,6,7,7,8,14,10,8,5,11,10,2,17,22,3,12,16,19,17
ybgQ,2,1,1,4,9,7,1,4,1,1,4,2,5,2,1,1,9,18,13,4,23,26,43,55
ybgS,922,474,465,156,71,101,53,49,50,43,870,535,497,735,507,650,27,32,77,36,24,18,41,79
ybgU,98,80,65,452,178,320,222,152,206,158,105,122,63,66,63,67,23,80,104,49,22,71,74,132
ybgV,82,56,60,476,212,328,216,175,214,198,86,102,51,59,45,63,15,56,96,52,22,58,58,103
ybhA,18,14,11,168,62,114,68,52,62,49,17,16,6,11,13,10,23,45,117,30,64,62,118,61
ybhB,143,95,86,219,104,156,108,85,96,77,124,136,106,106,106,99,24,49,76,22,30,37,60,45
ybhC,59,19,29,822,358,465,332,252,370,400,57,50,26,41,37,45,65,112,216,102,169,225,366,210
ybhD,5,4,3,27,7,16,0,11,6,9,4,9,4,7,4,8,3,21,39,22,18,15,17,20
ybhF,26,16,22,260,111,151,77,63,87,89,22,24,24,17,15,15,20,48,73,29,48,27,66,61
ybhG,31,8,21,130,34,57,40,24,55,49,24,25,17,14,13,20,1,16,16,9,15,14,42,29
ybhH,0,0,0,3,1,3,1,0,0,1,0,1,0,0,0,1,2,8,26,13,14,14,20,17
ybhI,3,0,1,9,1,1,2,3,1,1,2,0,1,1,1,1,7,20,35,6,16,19,35,21
ybhJ,12,2,8,12,8,19,10,10,6,7,2,6,3,5,8,7,11,53,92,37,63,103,135,80
ybhK,51,17,24,256,92,157,97,77,102,102,41,34,8,33,20,25,69,141,252,110,72,93,174,125
ybhL,1011,590,502,639,230,410,237,204,244,221,792,579,492,670,502,660,115,280,428,180,253,277,475,361
ybhM,8,2,6,7,2,5,4,7,3,5,9,6,6,6,1,5,7,21,22,10,15,23,28,22
ybhN,30,12,17,41,20,13,8,9,8,9,28,26,15,13,12,15,5,13,12,7,9,6,9,15
ybhP,95,60,47,59,16,29,8,14,12,17,69,68,53,60,45,59,9,7,7,7,9,3,15,18
ybhQ,317,198,184,585,242,489,318,267,337,361,264,201,181,189,142,186,38,78,142,32,32,56,82,76
ybhR,23,3,8,88,29,49,22,8,34,33,7,5,13,9,5,9,0,6,20,6,10,8,37,14
ybhS,11,4,4,123,44,61,28,16,36,47,9,7,8,4,8,6,13,16,32,14,21,23,23,25
ybiA,11,12,11,53,20,45,18,12,28,33,18,21,17,12,5,15,7,17,33,9,13,15,36,26
ybiB,95,56,53,150,66,109,97,45,75,97,90,58,48,56,43,33,13,27,64,27,70,80,144,78
ybiE,5,2,6,31,11,15,15,8,25,19,10,2,4,8,2,5,4,7,10,7,14,9,11,12
ybiI,150,92,74,42,7,27,24,16,17,12,108,132,76,91,66,79,6,9,10,8,12,5,8,17
ybiJ,81,34,45,13,5,10,9,11,10,7,83,34,40,40,30,39,7,9,26,25,5,3,13,14
ybiO,125,96,82,122,34,62,41,40,49,39,123,99,72,77,74,97,15,22,52,26,27,64,72,45
ybiR,88,63,57,281,114,200,120,104,106,99,118,64,55,50,59,61,80,203,346,104,194,226,384,283
ybiT,184,76,80,1064,382,647,408,282,378,452,135,101,73,112,71,88,199,447,835,273,704,887,1357,807
ybiU,32,15,14,58,37,30,32,21,45,29,27,11,15,26,10,20,14,25,36,30,37,46,98,34
ybiV,27,17,17,140,52,90,50,39,46,46,35,26,18,25,28,19,56,158,259,80,71,135,229,95
ybiW,34,13,17,46,9,20,22,9,19,18,20,27,18,21,21,17,21,25,63,19,41,51,78,41
ybiX,32,12,18,69,31,59,67,43,62,31,29,31,15,19,20,32,1,3,14,5,5,8,11,8
ybiY,0,2,0,0,2,2,0,0,2,1,1,0,1,0,3,1,2,2,10,0,0,3,1,0
ybjC,20,9,11,78,28,55,30,40,31,30,21,11,9,14,4,15,18,30,48,20,44,57,93,63
ybjD,120,79,76,231,94,136,120,77,105,94,121,89,73,70,45,56,32,71,171,65,85,129,158,110
ybjG,13,7,6,148,77,98,76,66,88,87,13,10,5,8,4,9,169,343,601,257,406,459,806,674
ybjH,8,4,3,33,18,23,18,10,15,20,5,5,6,10,2,4,15,23,34,9,10,20,29,8
ybjI,7,6,6,65,22,41,32,35,41,37,10,13,7,8,12,8,15,45,40,23,30,31,40,23
ybjJ,10,3,3,61,31,28,34,15,20,42,10,9,6,6,7,2,6,8,15,5,17,29,34,12
ybjL,84,51,46,225,107,134,90,55,117,95,82,60,63,61,40,53,132,259,475,197,330,353,585,485
ybjM,8,9,6,5,6,10,0,2,6,3,4,10,2,6,8,12,14,24,35,15,17,17,27,22
ybjN,78,40,31,777,320,540,329,332,370,368,83,55,54,71,56,59,91,261,473,228,168,228,365,307
ybjO,13,8,10,45,30,32,29,32,20,30,11,6,7,9,1,11,24,40,78,31,22,18,60,28
ybjP,253,165,154,239,127,201,83,106,126,88,208,166,148,145,160,146,8,9,22,10,9,14,19,28
ybjQ,126,77,70,82,24,59,37,18,41,34,128,105,59,95,73,82,7,39,40,12,21,23,34,35
ybjS,31,18,26,365,152,253,155,131,183,169,27,40,23,24,26,28,41,83,165,63,69,94,137,100
ybjT,64,51,43,390,162,258,146,103,129,156,100,61,54,59,52,55,7,31,51,22,35,43,86,47
ybjX,190,107,82,1416,578,839,483,382,513,384,243,134,138,196,118,132,532,952,1778,760,1952,2450,3520,2969
ycaC,117,46,59,304,132,178,100,66,114,70,121,92,68,101,63,44,1,6,4,0,6,6,3,16
ycaD,1130,581,621,150,70,132,61,61,86,41,1066,679,613,858,610,759,65,170,323,167,228,256,367,390
ycaI,21,14,6,61,23,40,24,22,28,35,20,18,15,7,19,16,26,53,110,38,270,321,508,276
ycaK,2,0,0,12,6,13,7,2,7,4,0,1,0,0,1,0,10,36,39,14,24,26,32,34
ycaL,18,7,16,43,6,25,18,7,17,9,16,11,13,11,13,9,11,15,37,14,29,21,54,25
ycaM,28,29,8,92,36,73,57,44,63,61,30,12,15,15,8,14,10,28,36,17,33,35,54,45
ycaN,17,3,2,16,9,14,5,9,10,18,7,7,7,10,4,7,22,36,86,31,38,41,50,46
ycaO,39,25,28,504,183,364,225,170,239,276,25,36,18,36,16,25,69,183,277,103,287,322,571,312
ycaP,107,64,54,108,66,64,42,19,29,49,112,75,59,103,59,91,7,17,34,17,21,49,42,57
ycaQ,30,25,20,155,49,126,58,60,84,84,40,23,17,11,20,21,28,63,102,46,158,140,281,136
ycaR,61,29,39,273,113,217,92,92,120,114,67,45,18,38,20,39,25,63,125,44,67,61,136,67
ycbF,13,11,5,38,12,26,20,8,12,13,5,7,7,5,5,7,11,14,39,15,37,36,38,27
ycbJ,46,26,27,111,44,59,36,23,39,62,66,47,20,34,39,30,10,35,41,21,56,45,79,64
ycbU,3,1,0,15,5,8,2,4,4,4,1,5,5,3,4,2,4,7,24,10,10,20,28,17
ycbV,3,3,2,7,9,5,7,3,7,2,2,0,3,2,2,2,2,6,25,10,11,12,13,11
ycbX,42,12,16,168,77,126,90,79,69,101,29,33,17,16,15,14,9,16,55,25,28,22,57,61
ycbZ,469,251,255,1111,392,789,493,433,433,463,331,346,245,278,169,246,90,182,330,128,171,228,382,296
yccA,246,170,208,2055,829,1290,910,720,973,912,238,232,129,164,134,258,58,97,209,81,280,335,563,321
yccE,1,0,2,3,2,3,3,3,1,2,3,2,1,4,1,1,8,3,17,6,9,9,20,18
yccF,14,2,4,54,24,41,27,19,36,20,9,5,5,7,5,3,20,55,108,46,48,58,94,88
yccJ,1085,545,533,201,95,162,71,77,88,87,809,574,501,684,458,568,18,14,36,12,29,42,50,73
yccM,6,6,1,9,7,6,12,3,2,3,3,4,5,0,2,4,5,16,30,26,14,31,36,22
yccS,78,36,26,301,132,177,143,91,115,135,65,44,28,45,31,28,62,163,289,150,216,206,369,285
yccT,39,31,22,17,6,9,5,13,8,11,51,63,27,33,29,21,4,7,7,4,5,14,18,16
yccU,454,249,245,229,107,123,81,67,105,70,326,221,172,234,178,214,17,51,98,45,43,46,72,91
yccX,104,42,70,28,9,16,8,10,8,11,96,84,61,62,40,63,10,15,20,15,22,22,32,29
ycdU,4,2,3,5,0,2,4,1,1,4,3,4,2,1,0,3,2,13,22,8,22,29,37,36
ycdX,79,52,52,418,177,269,145,116,167,193,57,60,45,54,51,55,53,69,211,87,98,135,218,163
ycdY,40,25,17,321,117,198,133,80,124,112,43,35,25,21,23,20,31,112,173,63,93,107,164,143
ycdZ,2397,1212,1286,6490,2734,4716,2891,2487,3314,3274,2301,1690,1296,1618,1322,1571,150,397,681,274,163,157,222,2114
yceB,66,33,53,206,89,144,97,70,76,77,65,45,57,33,25,48,55,74,158,55,110,119,203,145
yceD,845,454,447,4604,1763,3104,2057,1748,2150,2094,754,621,396,582,399,485,3506,7561,13777,5644,6788,9265,12208,11812
yceF,191,82,62,227,100,160,80,83,110,93,118,108,99,118,90,109,12,33,64,20,50,46,77,54
yceH,78,85,59,282,112,162,124,83,108,134,90,71,59,88,43,77,43,99,109,72,94,105,177,142
yceI,3,7,4,130,58,81,64,42,41,66,7,7,9,4,2,5,19,44,81,29,7,14,17,7
yceJ,3,3,0,32,15,21,15,12,18,21,3,0,1,0,1,0,5,8,8,2,2,10,15,8
yceK,12,1,5,71,21,34,20,18,21,27,4,3,4,5,5,1,0,8,3,4,3,8,6,6
yceM,59,53,40,264,87,133,114,71,108,94,82,68,49,52,33,51,15,60,104,39,60,64,105,124
yceO,7,6,2,16,5,23,8,7,4,17,4,8,3,4,7,4,3,5,4,6,6,11,6,12
yceQ,1,0,0,0,1,2,2,2,0,3,0,0,0,0,0,1,2,3,4,3,1,6,9,1
ycfH,340,230,224,248,93,172,102,104,110,99,263,268,193,217,214,197,20,36,70,29,165,155,307,219
ycfJ,163,76,74,59,40,55,22,24,37,22,147,67,83,104,97,77,17,44,82,25,47,93,92,60
ycfK,1,1,0,3,0,2,0,0,1,1,1,5,0,1,0,0,4,1,2,2,11,10,8,8
ycfL,149,98,66,484,191,336,229,173,210,238,141,105,80,109,74,92,54,132,200,102,157,196,282,311
ycfP,295,142,172,402,158,276,188,141,182,155,314,225,175,231,173,178,59,128,260,108,126,162,271,167
ycfT,3,3,6,9,3,9,4,1,3,3,1,2,6,0,0,1,5,13,17,9,8,7,20,11
ycfZ,0,1,0,20,6,14,8,10,7,12,0,0,1,0,0,0,11,7,28,4,29,34,50,29
ycgB,2533,1455,1492,439,149,241,100,85,110,100,1909,1501,1263,1513,1148,1280,10,21,40,26,18,22,43,72
ycgJ,8,0,7,31,10,12,9,6,11,7,5,11,5,6,0,10,7,19,29,8,12,16,28,39
ycgL,38,12,13,56,24,56,39,25,38,30,25,26,14,25,8,22,19,35,50,23,25,30,54,44
ycgM,93,51,47,287,107,172,106,108,103,105,104,64,51,77,78,62,46,89,160,88,92,132,192,182
ycgN,86,56,46,76,40,51,32,15,42,49,66,85,67,54,42,53,40,54,104,32,53,87,117,80
ycgR,0,3,0,702,360,531,330,287,381,277,2,1,3,7,2,2,643,1084,2491,851,205,215,397,154
ycgV,22,12,19,58,24,48,25,24,29,31,24,29,13,18,17,16,66,180,306,108,180,256,418,247
ycgX,15,6,6,64,28,36,26,21,18,32,17,2,3,3,2,7,26,71,139,46,89,121,172,149
ycgY,66,47,52,6,2,3,7,3,5,2,57,53,46,59,33,42,1,4,14,11,11,21,20,33
ycgZ,99,62,42,6,3,2,9,10,5,2,115,88,48,100,56,63,11,18,53,18,30,38,59,49
ychA,146,71,81,559,216,395,217,165,254,212,123,116,59,103,51,81,124,293,554,169,301,396,593,432
ychE,20,11,12,70,20,52,20,21,28,30,18,8,9,14,14,24,60,131,222,100,124,157,230,182
ychF,100,40,32,958,421,683,426,288,454,411,90,75,55,87,60,68,113,275,490,223,240,346,426,357
ychH,4858,2907,2520,623,212,571,202,134,189,238,3438,3298,2524,2845,2006,2376,43,115,249,123,24,27,43,1094
ychJ,88,43,45,463,179,309,164,166,221,209,105,55,52,75,67,65,68,146,316,164,215,302,388,341
ychN,62,28,32,292,119,243,111,105,149,182,47,44,38,40,24,42,29,71,118,60,41,62,104,97
ychO,25,9,16,41,21,20,14,9,22,14,27,22,10,17,12,16,11,25,29,16,68,62,131,88
ychQ,38,22,14,202,61,139,62,57,93,102,37,25,19,42,28,30,34,63,174,59,120,131,250,143
ychS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ychT,12,2,7,19,4,14,8,6,9,2,12,15,9,18,8,9,10,13,40,12,18,18,49,30
yciA,34,14,18,155,64,108,57,44,65,67,22,26,15,22,19,14,47,98,180,83,72,81,132,80
yciB,166,94,97,331,119,212,127,116,144,129,153,91,78,92,93,110,36,101,155,59,84,106,174,139
yciC,69,25,42,218,79,171,94,82,106,96,78,56,36,51,46,47,18,79,124,57,51,86,110,79
yciE,196,99,110,38,7,20,11,14,16,23,169,137,109,150,95,103,13,22,47,9,25,35,41,38
yciF,125,51,63,22,12,17,6,5,8,10,92,73,44,87,44,68,3,3,4,3,6,7,13,11
yciG,1009,474,486,8,8,5,10,2,4,4,817,823,488,726,414,693,0,0,2,2,5,1,5,17
yciH,4,4,1,136,53,97,56,51,50,39,5,2,0,3,4,2,40,90,150,67,93,155,241,151
yciI,10,5,3,128,46,86,68,60,64,60,6,11,4,7,5,8,16,39,69,26,19,13,19,34
yciK,37,17,15,234,84,146,120,80,116,122,27,30,17,42,22,28,29,41,67,32,38,48,93,76
yciN,251,151,140,364,128,274,125,131,118,114,216,207,116,183,167,168,119,210,406,185,116,136,246,220
yciO,259,144,122,385,159,219,139,111,147,139,208,162,123,160,106,145,86,198,330,144,164,245,370,340
yciQ,157,58,69,210,92,111,110,87,93,83,110,117,78,96,68,90,46,131,197,100,136,189,276,232
yciT,54,20,25,837,356,634,373,254,305,429,33,35,22,26,19,42,79,177,302,132,230,269,448,298
yciU,57,30,30,180,94,134,61,55,63,84,64,39,40,51,47,40,38,80,159,62,79,102,139,113
yciW,30,28,31,423,152,295,199,374,630,138,51,24,29,38,28,28,95,211,331,156,206,262,441,308
yciX,48,19,20,95,61,42,47,62,79,51,25,33,23,33,18,41,51,135,199,111,82,105,145,139
yciY,233,156,210,547,223,585,279,213,257,270,241,176,179,161,119,170,289,600,1205,529,343,403,585,692
yciZ,11,8,10,167,86,114,68,56,55,77,6,6,11,11,7,11,16,58,73,45,33,44,59,58
ycjD,22,12,11,31,9,23,16,9,14,21,28,13,13,6,7,14,4,3,4,4,4,3,7,8
ycjF,30,12,23,125,40,63,31,18,27,29,30,30,15,22,18,17,1,13,17,6,11,16,24,21
ycjG,196,93,79,273,97,225,105,91,116,114,169,185,93,100,85,112,38,94,173,65,125,150,221,188
ycjM,0,2,1,11,5,5,8,7,12,13,0,3,1,1,0,3,3,1,26,3,27,33,67,39
ycjN,0,0,2,7,3,3,4,3,2,6,2,3,1,2,0,0,5,4,13,4,17,24,43,20
ycjO,2,0,3,4,4,3,3,3,4,8,4,4,5,1,1,2,0,5,14,1,15,13,25,16
ycjP,0,1,2,14,7,5,3,3,6,4,1,0,0,1,1,0,7,10,11,3,17,21,30,16
ycjQ,6,0,1,18,6,4,7,6,5,3,2,3,0,2,1,3,1,7,17,5,21,6,16,14
ycjR,0,0,1,19,4,8,4,10,5,5,1,3,2,1,1,4,0,10,12,8,17,10,25,16
ycjS,6,4,2,15,10,14,9,8,9,4,1,2,4,3,3,3,0,6,16,4,12,12,30,10
ycjT,3,1,1,25,9,17,4,7,8,7,8,3,4,2,1,1,8,14,17,13,11,14,19,18
ycjU,0,0,1,0,0,2,0,0,0,1,2,0,0,0,1,1,0,0,2,0,0,1,3,2
ycjW,4,0,11,74,40,43,21,17,31,28,5,3,5,3,6,4,21,41,91,31,55,60,80,64
ycjX,63,30,37,187,73,92,55,31,43,42,53,40,41,33,39,34,4,26,30,10,29,27,35,37
ycjY,7,5,12,13,1,8,2,3,7,11,9,11,13,6,10,9,0,2,6,2,5,6,15,14
ydaE,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2,0,7,12,11,8
ydaF,2,4,2,11,8,9,5,1,2,5,4,2,0,1,1,1,5,15,24,10,48,39,60,40
ydaG,1,3,1,5,5,11,4,2,3,3,0,2,0,0,1,0,2,13,8,4,15,16,30,24
ydaS,2,0,0,6,0,1,1,0,1,3,4,4,2,1,0,0,1,1,1,2,2,3,8,8
ydaT,2,1,4,10,2,8,1,2,2,4,6,8,7,6,3,7,2,5,5,0,6,14,20,13
ydaU,4,5,5,20,2,13,2,1,6,1,13,9,9,7,5,9,0,4,6,8,13,11,24,22
ydaV,5,4,3,8,4,6,2,3,2,5,6,8,8,1,2,4,2,7,8,1,11,12,14,12
ydaW,16,9,10,27,14,16,10,5,12,9,22,12,12,13,10,7,2,6,8,7,15,6,35,27
ydaY,6,4,0,16,13,4,7,4,3,4,3,5,2,3,0,1,6,23,31,8,26,34,42,22
ydbD,11,12,11,24,9,12,12,6,9,13,14,11,9,8,5,6,34,62,133,30,99,117,213,131
ydbH,70,38,22,359,136,180,114,100,144,138,44,50,30,49,35,42,29,45,96,37,44,68,78,73
ydbJ,76,45,42,223,70,130,99,62,110,135,111,86,57,52,33,60,17,38,49,28,17,21,34,62
ydbK,2758,1603,1504,829,317,569,306,254,353,291,1976,1567,1236,1595,1162,1488,59,86,198,66,104,126,209,144
ydbL,5,7,2,35,20,21,24,14,9,21,11,9,3,6,2,3,4,5,4,3,4,3,8,4
ydcA,16,19,13,57,18,37,22,11,14,29,32,16,15,19,13,21,11,26,49,16,26,33,46,65
ydcC,2,1,0,6,4,4,2,2,0,4,2,3,0,4,2,5,6,16,22,8,35,42,73,60
ydcD,1,1,1,2,4,8,1,2,3,3,3,9,2,3,2,1,5,23,16,5,11,12,23,19
ydcF,121,49,66,221,123,169,105,80,90,127,132,100,46,109,63,70,63,118,220,107,118,129,198,157
ydcH,542,330,291,85,36,81,54,50,58,54,484,469,292,362,273,400,16,18,60,24,33,29,41,80
ydcI,165,83,77,2036,749,1401,858,709,836,1077,142,124,91,74,83,91,99,197,423,156,169,212,331,436
ydcJ,906,488,412,208,93,151,94,69,102,97,854,624,438,566,361,472,15,38,49,14,46,48,67,77
ydcK,170,110,102,35,12,20,10,15,12,17,192,127,90,134,97,102,2,5,14,9,9,11,17,23
ydcL,1128,556,525,306,133,217,160,142,175,175,761,665,514,637,438,599,36,99,189,77,135,177,249,203
ydcO,10,10,6,54,18,48,41,23,33,35,12,10,6,10,3,4,3,5,19,3,8,14,14,9
ydcR,40,34,29,137,60,122,92,72,79,90,39,59,33,36,23,25,29,74,131,54,127,142,236,169
ydcS,1261,769,673,488,205,298,166,136,167,182,835,770,532,600,455,606,5,35,45,22,44,71,120,98
ydcT,352,232,159,210,88,143,83,71,90,92,220,236,164,179,135,185,1,5,23,8,17,20,45,32
ydcU,196,108,87,170,55,88,51,54,72,68,139,95,64,68,52,88,1,10,13,7,24,14,34,26
ydcV,95,61,63,183,53,101,60,60,84,104,82,69,28,42,35,51,3,0,9,1,8,17,16,14
ydcY,114,75,96,348,122,293,139,129,132,113,133,106,76,135,95,117,433,799,1692,670,1161,1419,2246,1004
ydcZ,27,10,12,42,27,29,12,16,19,25,19,17,11,11,7,21,2,8,13,3,13,7,9,13
yddA,3,1,1,77,19,47,29,18,37,27,0,1,0,2,0,0,9,9,22,11,23,38,39,34
yddB,12,4,1,146,65,132,71,36,67,72,9,7,8,5,0,6,28,44,85,37,47,67,93,74
yddE,52,33,27,221,80,135,98,60,69,76,44,46,24,40,24,33,23,46,94,28,80,75,103,54
yddG,5,4,7,78,40,49,41,25,38,29,19,11,6,7,4,9,17,63,74,36,54,57,100,75
yddH,30,20,13,21,4,10,14,0,7,8,21,24,28,39,15,23,1,5,4,7,0,0,2,3
yddK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,20,21,17,3
yddL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,3,4,10,11
yddM,715,362,415,301,86,202,84,74,115,110,612,487,415,449,318,435,97,200,328,101,185,225,364,286
yddY,104,40,47,113,37,49,49,44,71,38,89,43,40,75,36,70,15,22,44,26,16,33,44,57
ydeA,11,6,14,30,9,17,13,8,14,16,8,16,14,12,14,18,39,57,121,41,82,114,179,52
ydeE,79,30,43,205,68,104,53,48,61,82,46,42,46,47,31,51,11,35,31,13,31,39,63,45
ydeI,212,122,103,5,1,7,0,3,5,4,197,168,126,161,88,131,4,1,17,3,18,16,34,18
ydeJ,132,70,81,8,7,5,5,1,1,1,114,104,77,111,76,88,1,5,13,5,22,24,48,48
ydeM,3,0,0,29,8,9,6,10,8,11,0,1,1,1,0,1,4,5,22,10,26,25,40,19
ydeN,8,4,6,337,114,258,149,145,191,159,2,8,4,11,4,8,21,39,52,22,60,55,105,66
ydeO,7,0,2,2,2,2,1,1,2,3,9,5,3,3,1,2,1,1,15,0,31,31,78,18
ydeP,25,5,7,34,22,22,13,18,15,14,26,20,10,18,11,9,31,44,104,59,289,331,578,269
ydeQ,3,0,1,8,0,1,2,1,2,0,1,1,1,2,0,0,18,14,41,18,100,141,213,90
ydeR,7,0,0,6,0,3,3,0,1,2,0,0,0,0,0,1,10,28,48,11,126,158,276,106
ydeS,3,0,0,9,0,1,1,0,0,1,5,0,0,2,0,1,14,32,60,19,174,241,318,179
ydeT,6,2,1,19,4,6,7,5,3,9,6,0,0,1,0,1,89,145,261,106,457,609,946,447
ydfA,5,0,0,2,0,5,0,2,4,0,6,2,3,1,1,1,2,2,4,2,5,7,4,10
ydfB,0,4,0,3,2,4,1,3,0,0,6,1,2,0,2,1,2,5,5,2,5,5,4,4
ydfC,3,7,1,6,3,6,1,6,1,2,3,5,4,2,1,2,1,4,6,1,12,7,13,8
ydfD,2,0,1,6,2,1,1,0,0,2,1,1,2,2,0,0,0,3,4,1,6,6,9,5
ydfG,95,60,50,727,309,571,373,259,339,355,88,80,59,80,59,60,35,77,169,66,68,85,146,124
ydfI,13,8,5,14,8,13,8,5,4,4,15,12,9,8,10,11,14,35,58,18,55,87,140,74
ydfJ,97,51,51,8,6,9,8,5,15,8,75,44,58,57,63,65,39,104,160,47,204,238,388,245
ydfK,24,13,16,316,128,152,89,81,69,69,37,32,25,14,23,16,61,70,149,46,130,196,342,298
ydfO,2,0,0,3,1,1,1,0,0,2,2,0,0,2,2,0,9,16,39,4,19,18,43,25
ydfR,3,0,4,5,3,0,0,1,0,2,0,1,1,1,1,0,2,6,19,1,17,21,33,45
ydfT,5,5,5,13,6,7,7,4,4,3,13,6,8,3,6,8,6,5,25,18,29,46,62,44
ydfU,4,1,0,23,4,11,17,8,7,7,4,1,1,1,3,0,43,79,136,59,125,167,245,175
